1.016563177108764648e+00,1.021636247634887695e+00,0.000000000000000000e+00
1.040900707244873047e+00,1.046050906181335449e+00,0.000000000000000000e+00
1.042123675346374512e+00,1.047354578971862793e+00,0.000000000000000000e+00
1.060146808624267578e+00,1.063409924507141113e+00,0.000000000000000000e+00
1.083148121833801270e+00,1.085971117019653320e+00,0.000000000000000000e+00
1.064508080482482910e+00,1.064247965812683105e+00,0.000000000000000000e+00
1.033995032310485840e+00,1.032289266586303711e+00,0.000000000000000000e+00
1.011766910552978516e+00,1.007366299629211426e+00,0.000000000000000000e+00
1.014530301094055176e+00,1.012761592864990234e+00,0.000000000000000000e+00
9.968946576118469238e-01,9.941769242286682129e-01,0.000000000000000000e+00
1.045046806335449219e+00,1.036551356315612793e+00,0.000000000000000000e+00
1.062271237373352051e+00,1.049504756927490234e+00,0.000000000000000000e+00
1.031584382057189941e+00,1.019977331161499023e+00,0.000000000000000000e+00
1.008359193801879883e+00,1.000823855400085449e+00,0.000000000000000000e+00
9.919859766960144043e-01,9.827006459236145020e-01,0.000000000000000000e+00
9.997488260269165039e-01,9.906800389289855957e-01,0.000000000000000000e+00
1.003176927566528320e+00,9.946502447128295898e-01,0.000000000000000000e+00
1.008772969245910645e+00,1.001586198806762695e+00,0.000000000000000000e+00
1.043124079704284668e+00,1.036312460899353027e+00,0.000000000000000000e+00
1.018510699272155762e+00,1.010386943817138672e+00,0.000000000000000000e+00
1.015015125274658203e+00,1.008785367012023926e+00,0.000000000000000000e+00
1.024436831474304199e+00,1.015793681144714355e+00,0.000000000000000000e+00
1.014093875885009766e+00,1.000497221946716309e+00,0.000000000000000000e+00
1.057715654373168945e+00,1.048738598823547363e+00,0.000000000000000000e+00
1.044888019561767578e+00,1.034074783325195312e+00,0.000000000000000000e+00
1.057636618614196777e+00,1.045265078544616699e+00,0.000000000000000000e+00
1.030790090560913086e+00,1.022307991981506348e+00,0.000000000000000000e+00
1.041429638862609863e+00,1.029435753822326660e+00,0.000000000000000000e+00
1.030386924743652344e+00,1.021828532218933105e+00,0.000000000000000000e+00
1.020231723785400391e+00,1.007609844207763672e+00,0.000000000000000000e+00
1.006157279014587402e+00,9.956950545310974121e-01,0.000000000000000000e+00
9.973557591438293457e-01,9.881599545478820801e-01,0.000000000000000000e+00
9.968917369842529297e-01,9.880228042602539062e-01,0.000000000000000000e+00
1.012825250625610352e+00,9.988394975662231445e-01,0.000000000000000000e+00
9.893386960029602051e-01,9.792760610580444336e-01,0.000000000000000000e+00
9.932114481925964355e-01,9.856793284416198730e-01,0.000000000000000000e+00
1.003179192543029785e+00,9.886410832405090332e-01,0.000000000000000000e+00
1.003280401229858398e+00,9.909414649009704590e-01,0.000000000000000000e+00
9.959773421287536621e-01,9.874932765960693359e-01,0.000000000000000000e+00
9.957806468009948730e-01,9.816770553588867188e-01,0.000000000000000000e+00
